idx,class,conversation
603,일반 대화,우리 아이 학교 근처 공사를 해 아침 등교하는데 너무 불편해\n 우리 집 근처도 공사 중이라 불편해.\n 아이들 다칠 까봐 너무 걱정되서 나 매일 데려다 주고 있어\n 공사가 2년째 지속이야 시끄럽고 지나가기도 불편하고 말이야.\n 그러게 다른데 보면 공사 빨리 끝나던데  2년이면 너무 길다\n 끝날 기미가 보이지 않아 언제 끝나려는지\n 우리도 빨리 공사가 끝났으면 좋겠어 너무 오래 걸려\n 너무 심해 끝나기는 하는 건가\n 길이 너무 울퉁불퉁 공사 현장소리에 너무 힘들어\n 먼지도 날리고 말이야
604,일반 대화,"난 요번주 목욜에 염색하러갑니더 키키\n 오호 드디어가는구먼 난 투잡뛴걸로 보정속옷이나살가\n 찌찌 작아지고 배만나와서\n 목욜전에 월급 들오니 키키 가을맞이 키키\n 키키 정말이지 뱃살 버리고싶다,\n 난 보정속옷은 샀다가 늘 못입고 버렸는데ㅠ 늠 불편해요ㅠ\n 저번에 **언니가 사준거 보정은아니지만 그거 살쪘을때 진짜 못입었다가 살빠지고 잘입었꺼든\n 근데 지금또 못입갰다\n 가슴도 와이어있는게 예뻐보이긴 하는데 와이어있는거 이제 못하겠어요 키키\n 나도 그냥 탑으로 된거 또 나왔든데 드릉드릉한다\n 아 그거 유니클로 아녀요?\n 어 그거 못입었ㄸ가 살빼고입었잖아 키키\n 겁나 쫄려서\n 난도 요즘 심리스 아니면 못입어요 키키\n 심리스는뭐꼬\n 그거 자국안생기는거 언니가 샀는거요 키키\n 아하, 그래 좋은데 넘나 힘들더라고,\n 또살빼야 입을수있음"
605,일반 대화,너희 커피 마시는거 좋아해?\n 아니 ㅜㅜ\n 나는 커피 마시면 밤에 잠을 못자\n 나 점심 먹고 커피 맨날 마셔 키키\n 나도 ㅠㅠ 커피 달고 살아 ㅠㅠ\n ㅠㅠ 나도 커피 원없이 먹고 싶다\n 별로 좋은 거 아닌데도 먹게 되더라고 ㅠㅠ\n 커피 못 마시는 사람은 심장도 두근거린다고 하더라 ㅠㅠ\n 심장은 안두근 거린데 속이 느글거리더라구\n 아 나 아는 동생도 그렇던데 키키\n 커피랑 안 맞나 보네 ㅠㅠ\n 나는 몇 잔을 마셔도 잘자 키키\n 우와 카페인 해독능력 대박이다~\n 나도 커피 마셔도 잠은 되게 잘 자 키키\n 엄청나지 내가 키키\n 피뽑으면 커피 나올지도 몰라 키키\n 키키 그 정도로 커피를 엄청 먹었다는 거잖아\n 피 뽑으면 커피 키키 진짜 커피 나오는 거 아닌가 몰라~\n 맞아 키키 진짜 커피 맨날 달고 살아 ㅠㅠ 중독이야 ㅠㅠ\n 언니는 무슨 커피 젤 좋아해?\n 누나 진짜 커피 좀 줄여야 해 키키
606,일반 대화,다들 호텔 델루나 드라마 봤어?\n 아니 나 그거 아직 안 봄 키키\n 키키 나도 그건 안봤어\n 재밌어 그거?\n 호텔 델루나 봐봐 얼른 진짜 재밌어 ㅠㅠ\n 응 그거 재밌다고 그러더라 키키\n 키키 안그래도 주변에서 엄청 얘기하긴 하더라\n 아직도 안 봤다니 ㅠㅠ 근데 조금 무서워 키키\n 키키 맞아 아이유 분위기도 장난 아닌 듯\n 키키 무서운게 있어?\n 어떤 내용인데? 키키\n 호텔에서 귀신들 나와 키키 가끔 무서워 키키\n 아 맞아 그거 귀신 다루는 드라마지 키키\n 아 키키 귀신 나오는 드라마였구나 재밌겠다\n 응 ㅠㅠ 귀신들 엄청 많이 나와 키키\n 난 귀신 나오는 거 오나귀 하나 봄 키키\n 키키 오나귀도 페북에 엄청 영상 많이 올라오던데\n 그거랑 귀신들이 차원이 틀리더라 ㅠㅠ\n 맞아 오나귀 재밌어 키키\n 다음에 호텔 델루나 봐볼게\n 키키 나도 시간나면 호텔 델루나 봐볼게
607,일반 대화,**언니네 오늘에야 울릉도 도착이래 키키\n 드디어 입도하였구나ㅠㅠ\n 몇박며칠이래?\n 어어 오는데도 엄청 고생했나바\n 이번주 내내 있다가 주말에 오는듯\n 울릉도에서 그렇게 할게많은가\n 원래는 어제 였는데 하루 미뤄졌대\n 준비 다해서 어제 새벽 4시에 출발하려고 나오는데 배 못 뜬다고 연락와서 다시 집들어 갔대 키키\n 토욜에 결혼했지?\n 와우 4일만에 들어갓네\n 응 9일\n 역시 배는...\n 날씨 안좋아서 고생한듯...\n 독도는 못가겟지?\n 내일 독도 가는 날인데 상황보고 갈 수 있을것 같대\n 와우 대박이다!\n 신혼여행 울릉도 간 커플 첨 보거든 나는\n 넘 신기햇어\n **언니네 숙소 다 신혼부부래 키키\n 울릉도에 우리나라에서 젤 비싼 숙박시설 있다며\n 코스모스 리조트? 키키\n 이름은 모르겟어 그거여? 키키 뭐 일박에 천만원이라던데\n 어어 제일 좋은 방 엄청 비싸더라...
608,일반 대화,이제 설거지할 때 물이 차갑네\n 밖에 기온이 많이 떨어져서 그래\n 따뜻한 물로 해야겠어\n 요즘 추워서 감기 걸리기 딱 좋아~\n 따뜻한 물로 써\n 아까 산책하는데 구름이 많더라\n 흰구름 아래 먹구름이 깔려 있더라고\n 오늘 해떴다고 좋아했더니 완전히 먹구름이 없어지진 않았네\n 언제 다시 비가 올지 몰라\n 요즘 왜 이리 구름이 많은가 몰라\n 올해 유독 가을비도 많이 내리는 거 같아\n 그러게 말이야~ 가을에는 화창해야 하는데\n 중간중간 비내리다 금방 겨울될 듯\n 가을이 사라진 것 같아 슬프다\n 봄가을 없어진지 오래야
609,일반 대화,우리 첫째 회사 입사했어.\n 취업 축하해\n 와 어려운 시기에 잘됐다\n 고2인데... 효도했지?\n 고2라고? 어디를 취업했어?\n 우와 고2? 어떻게 그렇게 빨리?\n 포스코에 취직했어.\n 고등학생도 받아줘?\n 와 그렇구나 잘됐다\n 마이스터고는 2학년때 취직한데...\n 그렇구나 부럽다\n 빠르게 자리잡는 것도 좋지
610,일반 대화,영화 **이 벌써 6년 된 영화라니!\n 헐 키키 그거 본게 엊그제 같은데\n 이제 우리는 스물이 아니라 서른인\n 그러게 말이야 키키 스물이 그립다\n 그 영화보면 그때의 기억이 새록새록나지\n 맞아 키키 그래서 그런 영화 좋은 것 같아\n 응 젊은 날을 회상할 수 있으니까\n 20살 때는 진짜 아무 걱정 없었는데\n 맞아  그래서 이곳저곳 잘 놀러다녔지\n 지금은 키키 그러기엔 나이가 들었나봐\n 근데 우리 아직 어려\n 그렇긴 하지 키키 아직 기회는 많아
611,일반 대화,요즘 축구 경기 자주 하던데 너도 봐?\n 나 축구 가끔 봐!\n 오늘 토트넘이 컨퍼런스 리그 3대 2로 이겼던데?\n 와 토트넘이 겨우 이긴 거 아니야? 키키\n 그니까 키키 손흥민이 골도 넣었다더라\n 진짜?\n 하이라이트로 축구 봐야겠다!\n 이번에 골 넣은 거 하이라이트 수준으로 잘 찼더라 키키\n 그래?\n 아직 유튜브에 영상 안 올라왔네...\n 그 경기 꿀잼이니까 무조건 챙겨 봐야 해 키키\n 케인이 근데 활약이 없었다던데 맞아?\n 응 딱히 뭔가 한 거는 없고 그냥 평타 수준?\n 에이 역시 우리 흥이 지금 잘 해줘서 다행이다!!\n 맞아\n 아니였으면 졌을 거 같아 키키
612,일반 대화,너희 집 주변에 편의점 있어?\n 응 우리 집 바로 앞에 있지\n 혹시 대형마트도 가까이 있니?\n 대형마트는 좀 걸어가야 하긴 해 근데 왜?\n 사실 내가 요즘 편의시설 근처에 집이 있을까 알아보는 중이어서 그래\n 그렇구나 너는 뭐가 있는 게 더 좋아?\n 나는 편의점이 더 가까우면 좋겠어 혼자 살 거라서\n 나도 편의점 가까운 게 더 편하더라\n 요즘은 편의점에서도 웬만한 생활물품은 다 살 수 있으니까 말이야\n 맞아 1인 가구용 먹거리도 많아서 좋더라
613,일반 대화,자격증시험 또 떨어짐... 하...\n 벌써 발표 난거야?\n 응응 아깝게 딱 한문제 차이로 떨어졌어!\n 헐! 야 진짜 내가 다 아깝다...\n 다음시험까지 일년은 더 기다려야되는데ㅜㅜ\n 아! 1년에 한번밖에 없는 시험이야?\n 응응 기회도 자주 없어서 이번에 진짜 열심히했는데ㅜㅜ\n 휴... 진짜 속상하다ㅜㅜ\n 이제 시험 포기하고 그냥 취업해야 될까 봐...\n 힘내! 어떤선택을 하든 응원할게~
614,일반 대화,아침 안 먹고 다니지?\n 아니 아침 안 먹지 ㅜㅜ\n 나 대충 먹고 다니는데\n 나도 아침은 거의 패스 ~\n 요새 아침 먹을 시간이 없어 ㅜㅜ\n 안 먹으면 하루 종일 머리가 안 돌아가ㅜㅜ\n 헉 아침 뭐 먹었음?\n 맞아 ㅜㅜ\n 넘 배고프긴 한데 지금부터\n 그래서 시간 내서라도 억지로 먹는 편임...\n 계란 두알 하하 ...\n 난 아침에 배가 안 고프던데\n 맞아\n 보통 뭐 먹음 키키\n 그거라도 먹어야 움직이지\n 오 계란 두 알 좋네\n 아 진짜\n 난 배는 고픈데 참는 거 ㅜㅜ\n 키키 엄마가 까놔서 먹기만 하면 됨\n 점심은 뭐 먹지...\n 계란 삶는 거도 일인데 키키\n 점심 나 잡채밥 먹을겨
615,일반 대화,나 동남아 날씨 진짜 싫어하고돈...\n 키키 나도... 너무 더워서 아아 겁나 마니 마신 듯\n 알제 공항 내리자마자 그 습기\n 응... 근데 우리나라 점점 동남아 같자나\n 키키 그니까 우리나라 동남아 같음 ㅠ\n 진짜 기후변화 심각해... ㅠㅠ 극혐이야\n 이번 여름에 습해서 진짜 ㄷㄷ\n 습하고 덥고...\n 에어컨 너무 마니 켰다\n 가을이 가을답지 않지?\n 지금 가을인데 비 오고 습하고 별로넹\n 오늘 조금 가을 같네... 조금\n 키키 아주 약간... 근데 너무 흐리네\n 키키 거기 흐리다고?\n 응 구름이 꽉 껴 있어\n 여긴 엄청 맑아!\n 에? 좋겠당...\n 한 시간 거린데 엄청 차이 나넹
616,일반 대화,"아 요즘 메소 시세 너무 올랐어\n 몇주 전까지만 해도 좀 떨어졌던 것 같은데\n 그땐 그랬는데 최근에 다시 올랐어\n 사람들 다시 유입되나보네?\n 그건 잘 모르겠어 키키\n 걍 캐시템이 많이 나오니까 오르는 건가?\n 그건 아닐듯? 파는 사람이 없어서 오르나?\n 설마 다 떠나서 재획하는 사람이 없어서,?\n 이런 키키 그게 제일 현실적이다\n 이러다 정신차리면 나만 하고 있을듯\n 너랑 나의 미래"
617,일반 대화,걷기 딱!\n 안춥나요\n 네 완전 키키 다닐만 키키\n 나가쪄?\n 쌉가능\n 소화점 시키고 나가야겟다\n 소화시키러 나가시는 거 아닌가요?\n 아잇 안대 속아파 바로 걸으면\n 키키 진짜 날은 갠츤\n 밥만 먹으면 졸려\n 자다가 나왓네\n 날씨 갠츤하지?\n **이가 생각나는 하루의 마지막 팔공티\n 인정 키키\n 키키 긴팔긴바지는 이직 덥다ㅜ
618,일반 대화,돌파감염 소식이 많네\n 그러게 너무 억울할거 같아\n 맞아 백신도 맞았는데\n 소용 없는거 아니야?\n 그래도 확률이 줄어드니까\n 방법이 없나 이제는\n 부스터샷 맞아야지\n 또 맞기는 너무 싫은데\n 나도 너무 싫다\n 그 전에 끝났으면 좋겠다
619,일반 대화,아 그렇구나\n 나 오늘 배달로 베라시켰당\n 와 정말?\n 나 안 주고 뭐하니?\n 줄게\n 우리집 오라니까?\n 요즘 배달이 너무 잘돼\n 그러게 베라는 배달이 돼서 너무 좋다\n 맞아\n 요즘 코로나 때문에 거래량이 어마어마 하다더라\n 요즘 쿠팡으로 뭐 시킨 거 없음?\n 나 휴대폰 샀지롱\n 너무 좋아 ㅠㅠ\n 쇼핑몰이 너무 많아서 오히려 시킬 때 시간 더 씀 키키\n 그것도 맞아 키키\n 그래도 쿠팡 같은 건 검색하면 물건만 다 뜨니까 좋아\n 휴대폰 예쁘냐?\n 자랑 좀 해봐\n 내가 퍼플인데 너무 이뻐 ㅠㅠ\n 그리고 십일프로보다 십일이 사이즈가 더 크더라\n 난 큰 게 좋아\n 가격 비교해서 잘 사면 온라인으로도 좋은 거 많이 살 수 있음\n 맞아\n 최저가 검색도 너무 쉬워\n 요즘 싸게 나와서 편해\n 키키 맞아\n 아 또 뭐 사고 싶다\n 뭐 사고 싶어\n 인쇼해 인쇼 키키
620,일반 대화,너가 요새 하던게임 뭐더라?\n 나 그랜드체이스 왜? 할래?\n 아니 요새 안하길래 키키\n 긍까 해야하는데 까먹고 있었네...\n 어젠 피곤해서 생각도 못했고 오늘은 또 바빠서 키키\n 금방 접겠네 키키\n 아냐 아직 그정돈 아니라구 키키\n 어떻게 하는 거야?\n 사람들이랑 싸우는것도 있고 아니면 팀으로해서 던전 도는것도 있어!\n 던전 도는 게 무슨 말인지 몰라ㅠㅠ\n 던전이라고 몬스터 나오는 장소라고 보면 돼!\n 같이 몬스터 죽이는거야?\n 응 그거는 같이! 우리끼리는 안죽여\n 아 나는 서로 싸우는 줄 키키\n 근데 난 서로 싸우는걸 좋아해^^ 키키\n 너 정말 나쁜 아이구나\n 폭력적인 아이었어\n 맞아 몰랐어?\n 그거라도 해야 폭력성이 줄어든다구\n 몰랐어 너무 무섭다
621,일반 대화,맞아... 이번에 테슬라는 천슬라 됐다던디\n 요즘 휴대폰 판매량이 다들 어떻게 될라나\n 천슬라는 무슨 뜻이야?\n 테슬라 주가 애기하는 건가\n 으응 테슬라 주식이 천이십 달러였나 그렇게 올라서 천슬라라고 하는 겨\n 지금 또 올라서 1050달러 찍을려 한다\n 천이십 달러가 얼마지?\n 가늠이 안되네\n 와 진짜?\n 테슬라 주식 왜 안 사라 했어 나한테\n 거진 100만원은 훌쩍 넘는 돈이지\n 1주에 100만원이 넘는 거야 그럼\n 와 진짜 나한테 사라고 미리 말했어야지\n 내 경제를 너가 망쳤어\n 내 경제도 내가 스스로 망치는 중이야\n 키키 주식 너무 열정적으로 하지 마\n 키키 그래도 세계 경제 트렌드에 나만 못 낀 것 같아...\n 그냥 돈 들어올 때마다 계속 넣는 거지 뭐\n 주식은 제대로 모르면 망하기도 쉬워\n 난 백만 원이 없어서 못 사는 동안 계속 오르겠지 주가는\n 돈이 나면 계속 사들이는 게 좋아 전세계적으로 경제침체가 와도\n 그러다가 망할까 봐 무서운 거지 난 안정파라
622,일반 대화,큰 아들은 자세가 안 좋아서 커블체어라도 사줘야 하나 봐\n 허리가 많이 휘었던데 체형교정 해줘야 해...\n 바르게 앉으라고 해도 자꾸 삐뚤게 앉아서\n 거실에 쇼파를 없애든지 해야지 점점 자세가 안 좋아지네\n 쇼파는 안 돼ㅠ\n 난 쇼파 없으면 다리 아프단 말이야\n 어쨌든 이미 척추가 많이 휘었어\n 저번에 엑스레이 찍었을 때도 자세 바로 잡아주라고 했는데\n 더 자세 무너지기 전에 바로 잡아줘야 해\n 스스로 똑바로 앉아야 하는데 그렇지 않으니까\n 쫓아다니면서 잔소리 할수도 없고\n 그러게 말이야... 몸이 완전 굳어지기 전에 바로 잡아줘야겠어\n 그러다 진짜 나중에 디스크 온다니까\n 신랑 운동할 때 같이 데리고 좀 해\n 알았어... 같이 운동해 볼게
623,일반 대화,"3명의 어르신 추가로 나온건 뭔줄아나?\n 딥클렌징, 키키\n 진짜 돈 쓸 줄 모른다 사람들\n 이건 뭔가 싶다 정말 엘지생활건강 너무한거아니가? 키키\n 차라리 꼬쟁이나 내복이 낫겠구만요\n 그것도 여름다지나고ㅡㅡ\n 뭔가싶다 증말\n 그거 자기들 아는 사람 있는 거 아니에요\n 그래서 팔아줄라고\n 그래 물건을 사는 것도 참, 너무하다 싶더라니깐\n 주면서도 민망한 거알재\n 할머니들 또 뭐라 하겠네요 언니 키키\n 진짜 사도 그런 걸 샀어\n 키키 일단 오늘은 주면서 다행히 뭐 다받던데,\n 이제 시작이다, 키키\n 데오드란트는 내가 필요한데,ㅋ\n 그니까요 언니\n 쓰는 사람을 생각해서 물건을 사야지\n 그러니깐 우리가 다쓰고싶은 물건이지, 딥클렌징도, 키키\n 하나는 언니 반값에 팔아라 해요 키키\n 엘지생활건강, 키키 좋잖아, 키키\n 떨이로다가\n 우하하하 떨이로 키키\n 우리도 하나씩 주면좋긋다"
624,일반 대화,타이타닉호 영화 무서운 이야기잖아\n 사고난 이야기니까 그렇긴 한데\n 난 왜 로맨스 영화로 느꼈지?\n 아마 디카프리오가 나와서?\n 사랑 이야기가 맞기는 맞아\n 크루즈 안에 있던 사람들 이야기가 다 그래\n 끝이 해피엔딩이 아닌 건 슬프지만\n 배에서의 풍경도 좋았어\n 노래가 진짜 좋았어\n 뱃머리 장면에서 나온 노래?\n 셀린디온~ you're here~\n 응~ 그 노래가 진짜 좋았지!
